EmployeeID,Age,Gender,Department,JobRole,Education,MonthlyIncome,YearsAtCompany,JobSatisfaction,PerformanceRating,DistanceFromHomeKM,OverTime,JoinDate,Attrition,EmployeeCountFlag,RandomSurveyCode
EMP10518,34,Female,Engineering,Software Engineer,Bachelor's,5666.74,0,1.0,2,25.5,Yes,2021-07-06,No,1,884362
EMP10224,46,Female,Engineering,Senior Engineer,Bachelor's,5525.78,3,2.0,1,39.5,Yes,2016-07-23,No,1,970412
EMP11002,29,Male,Finance,Accountant,PhD,9799.88,8,3.0,1,3.6,No,2019-08-03,No,1,164947
EMP10070,34,Male,Engineering,Senior Engineer,Bachelor's,3222.83,0,1.0,1,5.6,N,2020-04-15,No,1,520506
EMP10838,37,Male,Finance,Analyst,Bachelor's,2617.52 USD,3,3.0,2,0.6,Yes,2016-10-31,No,1,805503
EMP10283,28,Female,Sales,Sales Manager,Bachelor's,1200.0,4,1.0,1,15.6,Yes,2022-11-20,Yes,1,775751
EMP10171,60,Male,Engineering,Software Engineer,Bachelor's,4506.95,3,4.0,2,7.7,No,2024-12-23,No,1,575791
EMP10355,29,Female,Finance,Accountant,Bachelor's,6735.39,3,3.0,4,5.9,No,2018-09-12,No,1,542172
EMP10168,33,Male,Engineering,Senior Engineer,Bachelor's,5744.97,2,4.0,4,6.5,No,2017-07-25,No,1,893321
EMP10263,51,Male,Support,Support Executive,Bachelor's,2718.25,12,1.0,4,13.7,No,2020-07-22,No,1,711536
EMP10657,30,Male,Support,Support Executive,Bachelor's,3830.23,0,3.0,2,1.6,No,2022-12-22,Yes,1,171022
EMP10389,28,Male,Marketing,Brand Manager,Bachelor's,5855.66,1,,3,5.1,No,2016-04-19,Yes,1,552740
EMP10125,23,Female,Sales,Sales Manager,Bachelor's,5448.89,4,4.0,3,3.8,No,2017-03-27,No,1,582838
EMP11087,37,Female,Engineering,QA Engineer,Bachelor's,5205.76,0,3.0,4,2.1,No,2022-07-26,Yes,1,684433
EMP11061,39,Female,Finance,Analyst,Bachelor's,6660.73,1,1.0,1,3.2,No,2020-01-27,No,1,152430
EMP10164,38,Male,Engineering,Software Engineer,Master's,10724.13,1,4.0,2,35.6,No,2015-04-14,No,1,935216
EMP10445,52,Male,Finance,Analyst,Bachelor's,4570.1,2,2.0,4,3.4,No,2022-11-12,No,1,713619
EMP11091,18,Female,Engineering,QA Engineer,Bachelor's,,4,2.0,4,6.4,N,2015-09-16,No,1,336978
EMP10656,52,F,Marketing,Brand Manager,PhD,4733.33,6,4.0,2,0.8,No,2022-05-03,Yes,1,838639
EMP11119,39,Female,Finance,Accountant,Bachelor's,7689.38,0,4.0,4,21.1,Yes,2015-05-28,No,1,557804
EMP10042,21,Male,HR,HR Executive,High School,4712.36,0,1.0,3,3.8,No,2025-03-13,Yes,1,297221
EMP11185,29,Female,Marketing,Marketing Executive,Bachelor's,8390.55,1,2.0,1,20.8,Yes,2022-01-25,No,1,492380
EMP10926,42,Male,HR,HR Executive,Master's,5738.08,1,1.0,1,6.4,No,2021-01-09,Yes,1,253355
EMP11113,46,Female,Finance,Accountant,Master's,3537.11,1,3.0,1,7.8,No,2020-05-24,No,1,895890
EMP10264,57,Male,Sales ,Accountant,Bachelor's,3623.54,4,2.0,3,4.8,No,2016-03-28,No,1,913176
EMP10132,30,Female,Finance,Accountant,Bachelor's,4941.28,6,3.0,4,20.0,Yes,2015-08-28,No,1,278142
EMP10551,18,Male,Support,Support Lead,Master's,6342.26,0,4.0,2,0.8,No,2019-08-23,No,1,599004
EMP10334,22,M,Marketing,Brand Manager,Master's,2461.44,1,2.0,4,2.8,No,2025-05-19,No,1,353363
EMP10038,38,Female,Engineering,Senior Engineer,Bachelor's,6107.8,1,,2,8.0,No,2025-05-16,Yes,1,699173
EMP10530,42,Female,Support,Support Lead,Bachelor's,4178.47,3,4.0,1,1.2,Yes,2019-05-20,Yes,1,477066
EMP11108,43,Female,Finance,Analyst,PhD,3120.21,3,2.0,3,15.7,No,2017-03-20,No,1,623102
EMP10326,32,Male,Engineering,QA Engineer,Bachelor's,6214.75,6,1.0,2,0.5,No,2023-03-20,No,1,163442
EMP10166,29,Female,Engineering,QA Engineer,High School,6833.84,2,2.0,1,2.2,No,2015-12-09,Yes,1,127095
EMP10933,24,Female,Sales,Sales Executive,Master's,5490.79,8,3.0,1,6.4,No,2022-05-16,No,1,431208
EMP10071,45,FEMALE,Support,Support Lead,Bachelor's,1200.0,9,4.0,3,5.8,No,2020-02-24,Yes,1,514692
EMP10627,25,Female,Engineering,Senior Engineer,Master's,5759.62,5,4.0,4,1.6,No,2017-08-27,No,1,897957
EMP10720,20,Female,Finance,Accountant,Master's,6479.47,0,2.0,1,18.8,No,2019-07-20,Yes,1,595930
EMP10957,51,Male,Engineering,Software Engineer,Master's,9879.52,1,2.0,1,1.0,Yes,2023-03-24,No,1,419252
EMP11145,36,Female,HR,HR Executive,Master's,6362.04,2,4.0,3,4.0,Yes,2015-08-04,No,1,592229
EMP10270,32,Female,Marketing,Marketing Executive,Bachelor's,7423.41,3,1.0,2,0.5,No,2024-09-06,Yes,1,489932
EMP10004,39,Female,Marketing,Brand Manager,High School,6010.75,4,4.0,4,2.6,Yes,2017-12-31,Yes,1,817157
EMP10716,36,Male,Sales,Sales Executive,Bachelor's,5954.72,2,1.0,3,2.2,No,2020-04-18,No,1,716348
EMP10980,46,Male,Marketing,Brand Manager,Bachelor's,6122.82,4,3.0,4,40.7,No,2015-03-02,No,1,288932
EMP10694,46,Female,Support,Support Lead,Bachelor's,4244.72,0,,1,22.6,No,2021-05-30,No,1,441040
EMP10754,18,Female,Finance,Analyst,High School,6927.26,6,1.0,3,1.1,Yes,2016-11-07,No,1,738883
EMP10361,40,Female,Support,Support Lead,Bachelor's,11659.33,2,3.0,2,4.8,No,2022-11-30,Yes,1,815523
EMP10305,39,Female,Sales,Sales Executive,Master's,6988.55,1,3.0,4,10.9,Yes,2024-03-05,Yes,1,600596
EMP10526,50,Male,Support,Support Lead,Bachelor's,3904.13,0 yrs,4.0,3,14.7,No,2020-02-04,No,1,617250
EMP10767,34,Female,Marketing,Brand Manager,Bachelor's,4630.9,0,1.0,3,8.3,No,2020-05-02,No,1,384912
EMP11016,35,Male,Sales,Sales Executive,Bachelor's,3298.14,0,1.0,2,4.7,Yes,2024-09-07,No,1,990417
EMP11081,44,Female,Finance,Accountant,Bachelor's,,8,2.0,2,3.6,Yes,2022-11-16,Yes,1,330640
EMP10094,36,Female,Finance,Analyst,High School,5258.6,0,2.0,3,8.8,No,2025-05-02,Yes,1,490652
EMP10095,37,Female,Sales,Sales Manager,Bachelor's,6856.99,1,2.0,3,7.0,No,2021-05-21,No,1,955054
EMP11126,28,Female,HR,HR Manager,Bachelor's,4631.72,0,2.0,1,2.0,Yes,2021-01-27,No,1,570999
EMP11011,32,Male,Finance,Analyst,Master's,,10,4.0,1,11.3,No,2021-05-14,Yes,1,379368
EMP10631,21,Male,Engineering,Senior Engineer,Bachelor's,2922.82,2,1.0,2,17.4,Yes,2016-09-25,Yes,1,656727
EMP11034,36,Female,HR,HR Executive,Bachelor's,6653.61,0,2.0,3,2.5,Yes,2024-06-11,No,1,620415
EMP10058,49,Male,Support,Support Lead,High School,6047.88,5,,4,5.9,Yes,2022-10-20,No,1,966928
EMP11053,38,Male,HR,HR Manager,Bachelor's,6749.36,4,3.0,4,10.2,No,2021-01-14,No,1,861633
EMP10283,28,Female,Sales,Sales Manager,Bachelor's,1200.0,4,1.0,1,15.6,Yes,2022-11-20,Yes,1,775751
EMP11172,36,Male,Support,Support Lead,Bachelor's,3314.89,0,1.0,4,10.6,Yes,2023-05-13,Yes,1,590078
EMP10024,54,Male,Engineering,Senior Engineer,Bachelor's,3087.07,6,1.0,4,0.5,Yes,2016-02-05,No,1,386851
EMP10666,25,Female,Marketing,Marketing Executive,Master's,2287.71,15,2.0,4,11.3,No,2024-10-06,No,1,669323
EMP10244,37,Female,Sales,Sales Executive,High School,5115.07,0,4.0,4,50.7,No,2018-01-27,No,1,611618
EMP10025,41,F,Engineering,QA Engineer,High School,6456.49,4,3.0,1,4.1,Yes,2023-08-24,Yes,1,148043
EMP10222,30,Female,Engineering,Software Engineer,Bachelor's,1200.0,4,4.0,4,4.7,No,2019-06-08,No,1,460931
EMP10671,51,Male,Finance,Analyst,Bachelor's,7054.04,5,2.0,4,4.5,No,2016-05-10,Yes,1,539409
EMP10105,37,Male,Support,Support Executive,High School,8401.83,3,4.0,4,24.6,Yes,2017-08-05,No,1,343568
EMP11090,29,Female,Marketing,Marketing Executive,Bachelor's,8376.99,0,2.0,1,2.8,No,2022-10-20,No,1,633842
EMP10130,40,Female,Engineering,Software Engineer,Bachelor's,5029.63,2,4.0,1,0.5,No,2019-06-27,No,1,694639
EMP10153,45,Male,Support,Support Lead,Master's,5163.34,0,4.0,1,6.8,No,2016-10-18,No,1,275946
EMP11072,46,Female,Marketing,Brand Manager,High School,7436.35,0,2.0,4,0.8,No,2016-05-29,No,1,637317
EMP10981,30,Male,Sales,Sales Executive,High School,4462.72,1,3.0,4,0.9,No,2020-04-09,No,1,646127
EMP10358,41,M,HR,HR Manager,High School,5677.34,0,2.0,1,0.6,Yes,2018-04-02,No,1,809504
EMP99005,27,Female,Support,Support Lead,Master's,10431.35,5,4.0,4,2.2,Yes,2016-11-15,Yes,1,981669
EMP10075,40,Male,HR,HR Manager,Master's,6249.74,1,2.0,1,2.0,No,2023-08-05,No,1,385437
EMP10950,33,Female,Finance,Accountant,Master's,3248.72,1,1.0,4,12.0,No,2022-07-06,No,1,246241
EMP11074,20,Male,Engineering,QA Engineer,Master's,,3,4.0,4,11.7,No,2018-11-13,Yes,1,980133
EMP10498,26,Female,Engineering,QA Engineer,Bachelor's,1343.33,1,2.0,3,8.6,No,2019-08-31,No,1,353756
EMP10793,39,Male,Sales,Sales Executive,Master's,4137.9,5,4.0,1,2.3,Yes,2018-07-26,No,1,620976
EMP10993,32,Male,Support,Support Executive,Bachelor's,6735.54,1,3.0,1,14.2,No,2022-03-06,No,1,323673
EMP10855,31,Male,Sales,Sales Executive,High School,10004.29,0,3.0,2,17.6,No,2023-07-08,No,1,619266
EMP10199,50,Female,Finance,Accountant,Bachelor's,6100.3,2,4.0,3,5.1,Yes,2021-04-18,No,1,338116
EMP10868,47,Female,Engineering,Software Engineer,Master's,5722.67,0,2.0,1,0.5,No,2015-03-02,No,1,805776
EMP10134,37,Male,HR,HR Manager,Bachelor's,8197.27,14,4.0,2,14.9,No,2019-10-01,Yes,1,751464
EMP10528,31,Male,Marketing,Brand Manager,Master's,3165.38,9,1.0,2,1.3,Yes,2022-05-18,No,1,493904
EMP10259,19,Male,Engineering,QA Engineer,High School,4972.5,1,1.0,3,16.5,No,2024-06-05,No,1,882714
EMP10610,52,Male,HR,HR Executive,,5363.67,1,4.0,4,6.1,No,2015-02-22,No,1,693152
EMP10003,27,Male,Support,Support Executive,Bachelor's,6855.15,2,,1,2.6,No,2016-09-02,No,1,849409
EMP10830,45,Female,Support,Support Lead,Bachelor's,3073.93,8,1.0,4,4.6,No,2017-03-25,No,1,798218
EMP10210,200,M,Finance,Analyst,Bachelor's,,4,4.0,3,0.5,No,2015-09-13,No,1,501157
EMP10196,46,Male,Engineering,Senior Engineer,Bachelor's,6950.87,0,1.0,2,4.7,Yes,2019-01-28,No,1,435444
EMP10598,30,Female,Finance,Accountant,Bachelor's,5194.39,2,4.0,2,11.8,No,2023-09-09,No,1,524850
EMP11178,18,Male,Engineering,Senior Engineer,Bachelor's,4882.06,4,1.0,2,4.5,Yes,2019-04-26,No,1,172323
EMP10718,34,M,Sales,Sales Executive,High School,7896.1,1,3.0,3,0.5,No,2020-10-02,No,1,615359
EMP10026,44,Female,HR,HR Manager,High School,6273.86,0,2.0,3,4.4,Yes,2024-02-08,No,1,305262
EMP10510,43,Male,Marketing,Marketing Executive,Bachelor's,6556.68,8,2.0,2,5.9,No,2016-07-15,No,1,125346
EMP10602,34,Male,Marketing,Brand Manager,,9478.26,16,2.0,4,4.6,No,2018-04-10,Yes,1,286913
EMP10828,24,Male,Marketing,Marketing Executive,Bachelor's,5250.37,3,1.0,2,22.2,No,2021-02-03,No,1,640234
EMP11135,43,Male,HR,HR Executive,Master's,6470.37,6,3.0,4,0.7,No,2021-01-04,Yes,1,669831
EMP10339,38,Female,Sales,Sales Executive,Bachelor's,4830.15,3,2.0,1,7.3,No,2020-03-17,Yes,1,228876
EMP10061,48,Male,Sales,Sales Manager,High School,4530.56,0,4.0,3,7.9,No,2021-05-09,No,1,704450
EMP10541,35,Female,Finance,Analyst,PhD,6004.8,7,3.0,1,2.1,No,2017-05-27,No,1,133119
EMP11035,31,Male,Sales,Sales Executive,PhD,5231.08,4,,4,0.8,Yes,2017-04-22,No,1,592347
EMP10457,27,Male,Finance,Analyst,Bachelor's,7479.62,3,3.0,3,0.8,No,2017-12-16,No,1,344295
EMP10913,22,Male,HR,HR Manager,High School,5090.46,2,1.0,1,29.1,No,2016-12-06,No,1,863575
EMP10642,20,Male,Marketing,Brand Manager,High School,7302.69,6,4.0,4,15.8,No,2022-08-26,No,1,113478
EMP10778,37,Male,HR,HR Executive,Bachelor's,4106.01,7,3.0,4,2.4,No,2023-12-19,No,1,538765
EMP10714,21,Female,Sales,Sales Manager,Master's,3495.57,0,3.0,4,17.5,No,2021-11-29,No,1,369350
EMP10660,47,Male,Marketing,Brand Manager,Bachelor's,5272.28,3,3.0,1,13.5,Yes,2015-05-13,Yes,1,598035
EMP10691,31,Male,Finance,Accountant,Bachelor's,5546.88,0,2.0,2,0.5,Yes,2018-04-08,Yes,1,173465
EMP10478,53,Male,Marketing,Marketing Executive,Bachelor's,1200.0,2,1.0,4,3.1,Yes,2016-10-24,No,1,172762
EMP10893,40,Female,Engineering,QA Engineer,PhD,8615.8,2,4.0,4,7.0,No,2025-01-19,No,1,977881
EMP10008,31,Female,HR,HR Executive,Bachelor's,41493.12355692792,1,3.0,4,1.5,No,2020-03-18,No,1,314889
EMP10446,34,Male,Engineering,Software Engineer,High School,7361.48,1,3.0,2,11.3,Yes,2023-02-08,No,1,624294
EMP10687,40,Male,Sales,Sales Executive,Bachelor's,,0,3.0,1,10.4,No,2024-02-23,Yes,1,830415
EMP11047,46,Female,Sales,Sales Manager,Bachelor's,10773.66,0,2.0,3,0.7,No,2020-05-29,No,1,479962
EMP10508,18,Male,Finance,Accountant,High School,3843.13,3,2.0,2,7.7,No,2018-05-22,No,1,662283
EMP10662,49,Male,Sales,Sales Manager,Master's,10426.91,2,,3,2.0,No,2016-03-06,No,1,694157
EMP10934,34,Female,Sales,Sales Manager,Bachelor's,5552.33,1,2.0,2,34.7,Yes,2020-02-13,No,1,284208
EMP10619,50,Female,HR,HR Executive,Master's,3294.92,4,4.0,2,3.4,Yes,2023-07-16,No,1,768587
EMP10074,25,Female,Engineering,QA Engineer,Master's,9427.37,2,3.0,3,4.8,No,2023-06-18,No,1,563858
EMP10568,43,Male,sales,Analyst,PhD,7323.17,6,,2,0.5,No,2016-04-17,No,1,255818
EMP10872,46,Female,Finance,Accountant,Bachelor's,2962.13,9,1.0,4,7.3,No,2022-08-07,Yes,1,735041
EMP10057,38,Female,HR,HR Manager,,1200.0,17,3.0,4,27.6,No,2021-10-04,No,1,597792
EMP11031,52,Female,SALES,Support Executive,Bachelor's,7083.04,13,2.0,2,18.7,No,2024-09-01,No,1,685377
EMP10595,41,Female,Support,Support Executive,Bachelor's,5353.06,6,1.0,2,28.1,No,2016-02-22,No,1,335283
EMP10297,23,Female,Sales,Sales Executive,High School,7805.67,1,2.0,2,0.9,No,2023-01-29,No,1,984006
EMP10696,20,Female,Engineering,Software Engineer,Bachelor's,4682.86,5,3.0,2,2.2,No,2017-04-21,No,1,587874
EMP10217,28,Female,Sales,Sales Executive,Bachelor's,5379.65 USD,8,4.0,4,4.8,No,2015-12-18,No,1,392178
EMP10992,32,Female,Support,Support Lead,Bachelor's,7797.92,19,2.0,2,10.3,Yes,2016-05-20,No,1,726054
EMP10673,24,Male,HR,HR Manager,PhD,8677.35,9,3.0,1,16.9,Yes,2022-09-29,Yes,1,992621
EMP10344,41,Female,HR,HR Manager,Bachelor's,6579.34,1,1.0,4,1.9,No,2018-04-22,No,1,582072
EMP11149,55,Female,Sales,Sales Manager,Bachelor's,5286.78,0,2.0,1,2.3,Yes,2016-07-14,Yes,1,763830
EMP10396,46,Male,Support,Support Executive,Bachelor's,5565.63,0,3.0,3,2.4,No,2015-08-23,No,1,159413
EMP10688,36,Male,Finance,Accountant,Bachelor's,5080.42,5,1.0,2,10.2,Yes,2015-04-07,No,1,973748
EMP10925,28,Male,HR,HR Manager,Master's,,1,1.0,1,,No,2024-03-14,No,1,263187
EMP10768,25,Female,Support,Support Executive,Bachelor's,8639.51,3,3.0,2,1.6,Yes,2019-03-19,No,1,704820
EMP11046,28,Male,Finance,Analyst,Bachelor's,4491.19,1,3.0,4,3.0,No,2017-03-30,No,1,255461
EMP10889,36,Male,Marketing,Marketing Executive,Bachelor's,4599.39,6,3.0,2,8.0,No,2020-05-21,No,1,457197
EMP10861,41,Female,HR,HR Manager,Bachelor's,,0,3.0,3,23.5,No,2019-07-13,Yes,1,987471
EMP10887,49,Male,Marketing,Marketing Executive,PhD,3171.97,1,1.0,2,9.8,Yes,2022-08-31,Yes,1,406815
EMP10266,42,Female,Finance,Accountant,Master's,1942.69,1,4.0,1,6.5,No,2019-11-03,No,1,874427
EMP10006,36,Female,Sales,Sales Manager,Bachelor's,7064.7,2,,3,7.7,No,2015-04-28,No,1,131223
EMP10885,34,Male,Support,Support Executive,Bachelor's,4696.53,0,4.0,1,12.3,No,2022-09-18,No,1,960078
EMP10122,28,Male,Engineering,Senior Engineer,Master's,7203.89,6,2.0,3,3.1,No,2015-12-26,No,1,802446
EMP10644,33,Female,Marketing,Marketing Executive,Bachelor's,6632.53,1,2.0,3,0.5,No,2019-01-21,No,1,958149
EMP10138,33,Male,Support,Support Executive,Bachelor's,6359.17,4,3.0,1,31.7,Yes,2021-10-18,No,1,912390
EMP10163,37,Female,HR,HR Manager,,5188.93,11,4.0,1,4.7,No,2022-08-24,No,1,897133
EMP10739,29,Female,Sales,Sales Manager,Bachelor's,4306.74,3,4.0,1,33.7,Yes,2017-09-19,No,1,141940
EMP11157,32,Male,Finance,Analyst,Master's,2655.69,1,1.0,4,0.8,No,2017-11-23,No,1,715241
EMP11076,44,Male,Sales,Sales Executive,Bachelor's,4381.53,3,1.0,3,5.8,No,2025-04-10,No,1,749565
EMP10043,43,Female,Support,Support Executive,Master's,4169.0,2,2.0,4,14.2,No,2019-08-24,No,1,230617
EMP10785,40,Male,Engineering,Software Engineer,Bachelor's,6987.47,5,4.0,2,0.6,No,2022-08-19,No,1,596688
EMP11183,34,Male,Engineering,Senior Engineer,Bachelor's,6267.75,1,4.0,3,5.1,No,2019-01-24,No,1,521850
EMP10319,41,Female,Support,Support Lead,Bachelor's,3280.27,4,4.0,4,1.0,no,2017-07-03,No,1,976697
EMP10806,23,Female,Sales,Sales Executive,Master's,3833.91,21,4.0,2,5.0,Yes,2019-10-14,No,1,431130
EMP10801,29,Male,Support,Support Lead,Bachelor's,6192.11,1,2.0,1,16.5,No,2024-11-04,No,1,365446
EMP10493,32,Male,HR,HR Executive,Bachelor's,5523.27,0,2.0,1,10.1,Yes,2016-02-21,No,1,375348
EMP10294,39,Female,Support,Support Executive,Bachelor's,7455.76,0,2.0,1,7.3,Yes,2016-12-24,No,1,759742
EMP10643,18,Male,Marketing,Brand Manager,Bachelor's,10877.02,2,3.0,1,10.5,Yes,2017-09-05,Yes,1,311292
EMP10563,34,Male,Support,Support Lead,Bachelor's,2361.27,1,1.0,3,9.6,No,2021-07-01,No,1,700384
EMP10611,58,Male,HR,HR Executive,,4542.11,3,2.0,3,21.9,No,2016-09-01,No,1,265225
EMP10504,38,Male,sales,Analyst,Bachelor's,4894.32,3,4.0,4,24.6,No,2024-05-29,No,1,358555
EMP10019,31,Female,Engineering,QA Engineer,High School,5488.73,0,4.0,1,3.5,No,2018-01-31,Yes,1,555696
EMP10409,24,Male,Sales,Sales Executive,Master's,3633.25,6,2.0,4,7.1,No,2020-10-17,No,1,264612
EMP10558,39,Male,Sales,Sales Manager,High School,3898.44,11,3.0,3,2.5,No,2023-07-03,No,1,868686
EMP10963,26,Female,Engineering,Senior Engineer,Bachelor's,7599.93,5,1.0,2,15.4,No,2023-05-10,No,1,502302
EMP10704,35,Female,HR,HR Executive,Bachelor's,5656.78,5,2.0,2,15.4,Yes,2016-04-27,Yes,1,119487
EMP11095,37,Male,Engineering,Software Engineer,Bachelor's,4747.49,3,4.0,2,8.9,No,2016-07-10,No,1,689553
EMP10947,38,Male,Engineering,Senior Engineer,Master's,5473.8,0,3.0,2,7.7,Yes,2022-03-08,Yes,1,903894
EMP10831,35,Male,Finance,Accountant,Master's,5207.65,1,2.0,4,3.9,No,2024-02-26,Yes,1,751696
EMP10137,31,Male,Marketing,Brand Manager,High School,10405.41,2,3.0,4,5.3,Yes,2021-06-17,No,1,951123
EMP10408,41,Male,Support,Support Executive,High School,,3,1.0,3,0.5,No,2015-09-25,No,1,905467
EMP10531,26,Male,Finance,Accountant,Master's,4370.41,2,1.0,2,1.6,No,2023-07-19,No,1,304793
EMP10185,29,Female,Marketing,Brand Manager,Master's,7755.77,1,3.0,3,0.9,No,2022-07-09,No,1,558846
EMP11071,51,Male,Engineering,Software Engineer,Master's,7512.24,3,4.0,1,0.8,Yes,2018-03-09,No,1,514930
EMP11056,32,,Finance,Analyst,Bachelor's,6265.18,0,2.0,1,6.8,No,2017-08-10,Yes,1,654567
EMP11162,18,Male,HR,HR Executive,Bachelor's,,1,1.0,3,0.6,No,2018-01-02,No,1,675700
EMP10571,32,Male,Marketing,Brand Manager,Bachelor's,4966.51,1 yrs,4.0,4,9.0,Yes,2018-06-20,Yes,1,926725
EMP10430,38,Female,Sales,Sales Executive,Master's,7889.92,3,4.0,4,7.1,Yes,2020-12-28,No,1,493331
EMP11152,30,Male,HR,HR Executive,Bachelor's,3333.12,6,4.0,3,1.5,No,2021-04-13,No,1,159722
EMP10779,54,FEMALE,HR,HR Executive,Master's,5369.8,2,3.0,4,3.3,No,2019-05-25,No,1,158121
EMP10327,25,Male,Marketing,Marketing Executive,Bachelor's,1701.47,7,3.0,2,4.8,No,2023-05-24,No,1,844042
EMP10317,22,Female,HR,HR Executive,High School,7861.17,2,3.0,3,21.2,No,2020-06-28,No,1,132675
EMP11159,21,Male,Sales,Sales Manager,Master's,4110.05,0,3.0,4,15.3,No,2021-07-18,Yes,1,469867
EMP10420,25,Female,Finance,Accountant,Bachelor's,7356.67,2,4.0,2,9.8,Yes,2018-05-28,Yes,1,425109
EMP10540,33,Male,Sales,Sales Executive,Bachelor's,6135.44,1 yrs,3.0,2,5.4,No,2024-11-27,No,1,314291
EMP10737,42,Male,HR,HR Manager,Bachelor's,3687.87,0,,2,31.3,Yes,2022-03-19,No,1,403599
EMP11075,31,Female,Support,Support Lead,Bachelor's,6444.6,2,1.0,4,13.3,No,2019-05-01,No,1,139386
EMP11133,34,Male,Marketing,Marketing Executive,Bachelor's,10940.63,12,1.0,3,0.9,No,2021-01-31,No,1,813795
EMP10492,27,Male,Support,Support Executive,Bachelor's,48267.700403016104,2,2.0,1,3.6,No,2015-01-17,No,1,284729
EMP10791,25,Male,Support,Support Lead,Master's,6309.79,6,3.0,3,11.4,Yes,2023-09-06,No,1,877864
EMP10148,44,Female,Marketing,Brand Manager,Bachelor's,5125.15,12,1.0,2,4.0,No,2020-02-22,No,1,990560
EMP10650,40,Male,Finance,Accountant,Master's,6987.5,3,4.0,4,4.9,N,2019-05-20,No,1,765885
EMP11148,44,Male,Engineering,Software Engineer,Bachelor's,8082.11,1,,4,9.9,No,2021-10-24,No,1,937347
EMP10544,39,Male,Support,Support Executive,High School,6300.55,2,1.0,3,5.2,No,2020-09-17,No,1,264964
EMP10770,38,Female,Marketing,Marketing Executive,High School,5821.84,5,4.0,4,2.9,No,2025-02-04,No,1,436504
EMP10997,42,Female,HR,HR Executive,Master's,4938.15,3,,1,0.5,No,2017-09-20,No,1,793130
EMP10365,47,Male,HR,HR Manager,Bachelor's,9514.73,0,1.0,4,0.5,No,2019-11-12,No,1,741596
EMP11041,51,Female,Sales,Sales Executive,High School,5697.86,1,4.0,1,1.1,No,2018-11-06,No,1,440445
EMP10500,25,Female,Marketing,Marketing Executive,Bachelor's,6856.32,2,2.0,4,5.2,No,2018-08-11,Yes,1,170787
EMP11153,34,Female,Marketing,Marketing Executive,Bachelor's,5474.78,2,3.0,1,11.0,Yes,2020-03-15,No,1,821610
EMP11171,33,M,Support,Support Lead,High School,5959.09,7,2.0,1,7.1,No,2015-02-11,No,1,368035
EMP10960,44,Male,Sales,Sales Executive,Master's,7250.08,1,2.0,1,6.0,Yes,2016-11-15,No,1,524329
EMP10899,30,Male,SALES,QA Engineer,Bachelor's,9190.32,3,4.0,2,7.7,No,2020-06-13,No,1,491908
EMP10232,37,Female,Finance,Analyst,Bachelor's,1200.0,6,3.0,2,,No,2015-12-10,No,1,441996
EMP10534,38,Female,Marketing,Brand Manager,Bachelor's,3532.58,8,4.0,3,33.8,No,2018-10-06,Yes,1,988879
EMP10609,53,Female,HR,HR Manager,High School,4738.44,7,4.0,4,12.9,Yes,2025-04-26,No,1,334157
EMP10819,28,Female,Finance,Analyst,Bachelor's,6106.72,4,2.0,3,0.5,No,2016-09-20,No,1,729128
EMP10432,34,Male,Marketing,Brand Manager,Bachelor's,6004.65,0,4.0,4,8.2,Yes,2020-03-02,No,1,882155
EMP10314,31,Female,Sales,Sales Manager,Master's,4075.59,2,,1,3.4,Yes,2018-08-28,No,1,268909
EMP10158,37,Male,Marketing,Marketing Executive,Master's,1616.52,3,4.0,1,2.8,No,2024-02-14,No,1,658859
EMP10315,38,Female,HR,HR Manager,Bachelor's,1200.0,1,,3,36.1,No,2024-04-05,No,1,129580
EMP10256,34,Female,Support,Support Executive,Bachelor's,6089.96,3,4.0,3,6.6,No,2020-04-30,Yes,1,328931
EMP10769,40,Female,Finance,Accountant,Bachelor's,5211.17,7,1.0,3,4.9,Yes,2022-03-07,No,1,716789
EMP10096,37,Male,Marketing,Marketing Executive,Master's,6323.65,0,3.0,4,24.4,No,2019-09-05,No,1,775860
EMP11188,31,M,Support,Support Lead,Bachelor's,5806.84,5,4.0,4,15.4,Yes,2020-12-26,No,1,667908
EMP10744,28,Female,Marketing,Brand Manager,Bachelor's,3909.38,1,2.0,3,12.8,No,2016-08-06,No,1,226888
EMP10384,32,Male,Sales,Sales Executive,Bachelor's,2490.94,1,3.0,4,4.1,No,2019-09-09,No,1,521155
EMP11190,43,Male,HR,HR Executive,Master's,7025.2,5,2.0,4,12.9,N,2023-02-11,No,1,346339
EMP10177,24,Female,Finance,Accountant,Bachelor's,6412.16,2,1.0,3,6.3,No,2019-05-31,No,1,397608
EMP10483,27,Female,Engineering,QA Engineer,Master's,,2,3.0,1,9.3,No,2017-06-08,Yes,1,135897
EMP10328,38,Male,HR,HR Manager,Bachelor's,3931.3,8,3.0,1,4.1,No,2023-09-21,No,1,375019
EMP10314,31,Female,Sales,Sales Manager,Master's,4075.59,2,,1,3.4,Yes,2018-08-28,No,1,268909
EMP10415,29,Female,HR,HR Manager,High School,5522.54,10,4.0,1,1.5,No,2021-07-12,Yes,1,331317
EMP10357,26,Male,Support,Support Lead,Bachelor's,3869.76,0,3.0,2,0.5,No,2020-08-29,No,1,684019
EMP10347,29,Male,Finance,Analyst,PhD,1595.13,2,4.0,1,3.6,No,2022-02-18,No,1,135019
